# Annotation file generated by Gemma
# Generated 08/27/2021
# If you use this file for your research, please cite: 
# Lim et al. (2021) Curation of over 10 000 transcriptomic studies to enable data reuse. 
# Database, baab006 (doi:10.1093/database/baab006). 
# Gemma link for this platform: http://gemma.msl.ubc.ca/ arrays/showArrayDesign.html?id=672
# Generic_human_ensemblIds  Generic platform for Homo sapiens, indexed by Ensembl IDs
# Homo sapiens
ProbeName	GeneSymbols	GeneNames	GOTerms	GemmaIDs	NCBIids
ENSG00000143324	XPR1	xenotropic and polytropic retrovirus receptor 1		192120	9213
ENSG00000248540	LOC283731	uncharacterized LOC283731		417737	283731
ENSG00000050438	SLC4A8	solute carrier family 4 member 8		196738	9498
ENSG00000198929	NOS1AP	nitric oxide synthase 1 adaptor protein		201099	9722
ENSG00000214597					
ENSG00000155966	AFF2	AF4/FMR2 family member 2		49026	2334
ENSG00000179420	OR6W1P	olfactory receptor family 6 subfamily W member 1 pseudogene		366093	89883
ENSG00000173545	ZNF622	zinc finger protein 622		367404	90441
ENSG00000145284	SCD5	stearoyl-CoA desaturase 5		341188	79966
ENSG00000246774	COL25A1-DT	COL25A1 divergent transcript		450930	645078
ENSG00000125538	IL1B	interleukin 1 beta		77243	3553
ENSG00000258366	RTEL1	regulator of telomere elongation helicase 1		281622	51750
ENSG00000188095	MESP2	mesoderm posterior bHLH transcription factor 2		392914	145873
ENSG00000236289	GACAT3	gastric cancer associated transcript 3		9215000	104797537
ENSG00000123407	HOXC12	homeobox C12		72203	3228
ENSG00000183439	TRIM61	tripartite motif containing 61		436457	391712
ENSG00000168906	MAT2A	methionine adenosyltransferase 2A		88991	4144
ENSG00000066455	GOLGA5	golgin A5		205078	9950
ENSG00000230943	LINC02541	long intergenic non-protein coding RNA 2541		8799746	101927686
ENSG00000136378	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		228763	11173
ENSG00000198743	SLC5A3	solute carrier family 5 member 3		150464	6526
ENSG00000156261	CCT8	chaperonin containing TCP1 subunit 8		220168	10694
ENSG00000115649	CNPPD1	cyclin Pas1/PHO80 domain containing 1		257531	27013
ENSG00000224347	SCEL-AS1	SCEL antisense RNA 1		9111117	104355296
ENSG00000166831	RBPMS2	RNA binding protein, mRNA processing factor 2		428056	348093
ENSG00000214553	LRRC37A11P	leucine rich repeat containing 37 member A11, pseudogene		426247	342666
ENSG00000130368	MAS1	MAS1 proto-oncogene, G protein-coupled receptor		88959	4142
ENSG00000148704	VAX1	ventral anterior homeobox 1		225814	11023
ENSG00000134146	DPH6	diphthamine biosynthesis 6		366428	89978
ENSG00000163737	PF4	platelet factor 4		124175	5196
ENSG00000214782	MS4A18	membrane spanning 4-domains A18		462830	728588
ENSG00000188996	HUS1B	HUS1 checkpoint clamp component B		388396	135458
ENSG00000187456					
ENSG00000265930					
ENSG00000099795	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7		115136	4713
ENSG00000030110	BAK1	BCL2 antagonist/killer 1		12810	578
ENSG00000265867	MIR4516	microRNA 4516		8624835	100616258
ENSG00000172273	HINFP	histone H4 transcription factor		251065	25988
ENSG00000253740	LOC105375671	uncharacterized LOC105375671		9245127	105375671
ENSG00000126337	KRT36	keratin 36		183016	8689
ENSG00000198468	FLVCR1-DT	FLVCR1 divergent transcript		448174	642946
ENSG00000172061	LRRC15	leucine rich repeat containing 15		386863	131578
ENSG00000280351	LOC100129503	uncharacterized LOC100129503		3879425	100129503
ENSG00000116212	LRRC42	leucine rich repeat containing 42		376987	115353
ENSG00000153666	GOLGA8IP	golgin A8 family member I, pseudogene		417805	283796
ENSG00000137040	RANBP6	RAN binding protein 6		257017	26953
ENSG00000131503					
ENSG00000154162	CDH12	cadherin 12		22493	1010
ENSG00000153531	ADPRHL1	ADP-ribosylhydrolase like 1		374613	113622
ENSG00000137494	ANKRD42	ankyrin repeat domain 42		423959	338699
ENSG00000087365	SF3B2	splicing factor 3b subunit 2		225318	10992
ENSG00000154997	SEPTIN14	septin 14		427203	346288
ENSG00000205560	CPT1B	carnitine palmitoyltransferase 1B		29013	1375
ENSG00000084734	GCKR	glucokinase regulator		52625	2646
ENSG00000222489	SNORA79B	small nucleolar RNA, H/ACA box 79B		9672860	109616976
ENSG00000113905	HRG	histidine rich glycoprotein		72756	3273
ENSG00000201558	RNVU1-6	RNA, variant U1 small nuclear 6		8796226	101954276
ENSG00000163935	SFMBT1	Scm like with four mbt domains 1		277588	51460
ENSG00000187796	CARD9	caspase recruitment domain family member 9		325138	64170
ENSG00000275793	RIMBP3	RIMS binding protein 3		364372	85376
ENSG00000105383	CD33	CD33 molecule		20645	945
ENSG00000254056	IGHV3-71	immunoglobulin heavy variable 3-71 (pseudogene)		261970	28411
ENSG00000241945	PWP2	PWP2 small subunit processome component		136829	5822
ENSG00000052802	MSMO1	methylsterol monooxygenase 1		146154	6307
ENSG00000144935	TRPC1	transient receptor potential cation channel subfamily C member 1		164175	7220
ENSG00000230267	HERC2P4	HERC2 pseudogene 4		8096255	100289574
ENSG00000266270	MIR5096	microRNA 5096		8625167	100616427
ENSG00000219133	RPL21P19	ribosomal protein L21 pseudogene 19		446772	641293
ENSG00000085871	MGST2	microsomal glutathione S-transferase 2		91266	4258
ENSG00000266245	MIR4644	microRNA 4644		8625173	100616430
ENSG00000258588	TRIM6-TRIM34	TRIM6-TRIM34 readthrough		445239	445372
ENSG00000198984	MIR345	microRNA 345		445156	442910
ENSG00000182415	CDY2A	chromodomain Y-linked 2A		195439	9426
ENSG00000265699	MIR548AE2	microRNA 548ae-2		8624995	100616339
ENSG00000182173	TSEN54	tRNA splicing endonuclease subunit 54		418174	283989
ENSG00000199666	SNORD3G	small nucleolar RNA, C/D box 3G		9672849	109616984
ENSG00000108439	PNPO	pyridoxamine 5'-phosphate oxidase		294507	55163
ENSG00000281560	LSINCT5	long stress-induced non-coding transcript 5		8781258	101234261
ENSG00000223692	DIP2A-IT1	DIP2A intronic transcript 1		8722030	100862692
ENSG00000148795	CYP17A1	cytochrome P450 family 17 subfamily A member 1		33449	1586
ENSG00000072041	SLC6A15	solute carrier family 6 member 15		293666	55117
ENSG00000086848	ALG9	ALG9 alpha-1,2-mannosyltransferase		338827	79796
ENSG00000251602	LOC100507437	uncharacterized LOC100507437		8574092	100507437
ENSG00000254858	MPV17L2	MPV17 mitochondrial inner membrane protein like 2		360712	84769
ENSG00000234678	ELF3-AS1	ELF3 antisense RNA 1		9002392	102723465
ENSG00000214336	FOXI3	forkhead box I3		426733	344167
ENSG00000185040	SPDYE16	speedy/RINGO cell cycle regulator family member E16		9002781	102723555
ENSG00000083750	RRAGB	Ras related GTP binding B		212630	10325
ENSG00000134962	KLB	klotho beta		398113	152831
ENSG00000173875	ZNF791	zinc finger protein 791		401601	163049
ENSG00000237750	KCNH7-AS1	KCNH7 antisense RNA 1		8793489	101929570
ENSG00000103363	ELOB	elongin B		158472	6923
ENSG00000180182	MED14	mediator complex subunit 14		193157	9282
ENSG00000261397	LINC01177	long intergenic non-protein coding RNA 1177		9111069	104355218
ENSG00000162413	KLHL21	kelch like family member 21		204187	9903
ENSG00000123562	MORF4L2	mortality factor 4 like 2		199642	9643
ENSG00000273613	MIR6511A4	microRNA 6511a-4		9010123	102465684
ENSG00000179133	C10orf67	chromosome 10 open reading frame 67		414369	256815
ENSG00000243955	GSTA1	glutathione S-transferase alpha 1		57992	2938
ENSG00000091409	ITGA6	integrin subunit alpha 6		79330	3655
ENSG00000138032	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B		129635	5495
ENSG00000111271	ACAD10	acyl-CoA dehydrogenase family member 10		345780	80724
ENSG00000172824	CES4A	carboxylesterase 4A		417883	283848
ENSG00000213865	C8orf44	chromosome 8 open reading frame 44		308095	56260
ENSG00000225738	NRG3-AS1	NRG3 antisense RNA 1		8793592	101929590
ENSG00000165476	REEP3	receptor accessory protein 3		409711	221035
ENSG00000189064	GAGE2A	G antigen 2A		465366	729447
ENSG00000238597	SNORD4B	small nucleolar RNA, C/D box 4B		256773	26772
ENSG00000251219	LINC01217	long intergenic non-protein coding RNA 1217		10400591	100874276
ENSG00000237928	NFIA-AS2	NFIA antisense RNA 2		8766416	100996570
ENSG00000251260	WDFY3-AS1	WDFY3 antisense RNA 1		10400531	100874023
ENSG00000225683	PACRG-AS3	PACRG antisense RNA 3		465985	729658
ENSG00000134871	COL4A2	collagen type IV alpha 2 chain		27361	1284
ENSG00000115145	STAM2	signal transducing adaptor molecule 2		211239	10254
ENSG00000179562	GCC1	GRIP and coiled-coil domain containing 1		334923	79571
ENSG00000264757	MIR3198-1	microRNA 3198-1		8506708	100423025
ENSG00000263458	MIR4455	microRNA 4455		8624542	100616111
ENSG00000164647	STEAP1	STEAP family member 1		256979	26872
ENSG00000039319	ZFYVE16	zinc finger FYVE-type containing 16		201844	9765
ENSG00000285437	POLR2J3	RNA polymerase II subunit J3		446042	548644
ENSG00000126759	CFP	complement factor properdin		124211	5199
ENSG00000172519	OR10H5	olfactory receptor family 10 subfamily H member 5		419599	284433
ENSG00000273611	ZNHIT3	zinc finger HIT-type containing 3		193737	9326
ENSG00000127022	CANX	calnexin		17890	821
ENSG00000147121	KRBOX4	KRAB box domain containing 4		300480	55634
ENSG00000228661	STIM1-AS1	STIM1 antisense RNA 1		9248953	105376527
ENSG00000215203	GRXCR1	glutaredoxin and cysteine rich domain containing 1		433763	389207
ENSG00000130304	SLC27A1	solute carrier family 27 member 1		430797	376497
ENSG00000214425	LRRC37A4P	leucine rich repeat containing 37 member A4, pseudogene		293006	55073
ENSG00000237686	SCIRT	stem cell inhibitory RNA transcript		8794060	101929705
ENSG00000203499	FAM83H-AS1	FAM83H antisense RNA 1 (head to head)		3874920	100128338
ENSG00000226435	ANKRD18DP	ankyrin repeat domain 18D, pseudogene		428341	348840
ENSG00000238678	SNORD109A	small nucleolar RNA, C/D box 109A		423756	338428
ENSG00000196754	S100A2	S100 calcium binding protein A2		145507	6273
ENSG00000235770	LINC00607	long intergenic non-protein coding RNA 607		452559	646324
ENSG00000273841	TAF9	TATA-box binding protein associated factor 9		157424	6880
ENSG00000100836	PABPN1	poly(A) binding protein nuclear 1		175279	8106
ENSG00000112378	PERP	p53 apoptosis effector related to PMP22		324103	64065
ENSG00000246422	DIAPH1-AS1	DIAPH1 antisense RNA 1		8569536	100505658
ENSG00000104960	PTOV1	PTOV1 extended AT-hook containing adaptor protein		282668	53635
ENSG00000172775	PSME3IP1	proteasome activator subunit 3 interacting protein 1		341825	80011
ENSG00000196866	H2AC7	H2A clustered histone 7		59441	3013
ENSG00000234883	MIR155HG	MIR155 host gene		375208	114614
ENSG00000161013	MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B		230713	11282
ENSG00000165862					
ENSG00000169169	CPT1C	carnitine palmitoyltransferase 1C		383338	126129
ENSG00000161921	CXCL16	C-X-C motif chemokine ligand 16		320031	58191
ENSG00000146278	PNRC1	proline rich nuclear receptor coactivator 1		224656	10957
ENSG00000143756	FBXO28	F-box protein 28		238653	23219
ENSG00000149136	SSRP1	structure specific recognition protein 1		155083	6749
ENSG00000131650	KREMEN2	kringle containing transmembrane protein 2		334595	79412
ENSG00000171004	HS6ST2	heparan sulfate 6-O-sulfotransferase 2		366716	90161
ENSG00000265433	MIR4447	microRNA 4447		8625288	100616485
ENSG00000197406	DIO3	iodothyronine deiodinase 3		35948	1735
ENSG00000163536	SERPINI1	serpin family I member 1		125727	5274
ENSG00000049239	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase		198059	9563
ENSG00000166796	LDHC	lactate dehydrogenase C		85369	3948
ENSG00000101084	RAB5IF	RAB5 interacting factor		306378	55969
ENSG00000279245	FAM223A	family with sequence similarity 223 member A		3891782	100132967
ENSG00000248995	LINC02231	long intergenic non-protein coding RNA 2231		10181330	109729131
ENSG00000143793	C1orf35	chromosome 1 open reading frame 35		333897	79169
ENSG00000229869	LARP4B-DT	LARP4B divergent transcript		8799862	101927762
ENSG00000112539	C6orf118	chromosome 6 open reading frame 118		402965	168090
ENSG00000188505	NCCRP1	NCCRP1, F-box associated domain containing		426289	342897
ENSG00000258038	LINC02327	long intergenic non-protein coding RNA 2327		9008469	102724917
ENSG00000185666	SYN3	synapsin III		175985	8224
ENSG00000265861	MIR4495	microRNA 4495		8624891	100616287
ENSG00000236795	CNTNAP2-AS1	CNTNAP2 antisense RNA 1		8798133	101928700
ENSG00000197459					
ENSG00000243452					
ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2		51597	2590
ENSG00000101400	SNTA1	syntrophin alpha 1		152865	6640
ENSG00000168913	ENHO	energy homeostasis associated		430604	375704
ENSG00000158955	WNT9B	Wnt family member 9B		169287	7484
ENSG00000221768	MIR1302-7	microRNA 1302-7		8101795	100302147
ENSG00000203740	NTMT2	N-terminal Xaa-Pro-Lys N-methyltransferase 2		395399	149281
ENSG00000188682					
ENSG00000283229					
ENSG00000162520	SYNC	syncoilin, intermediate filament protein		347439	81493
ENSG00000233261	FAM238A	family with sequence similarity 238 member A		451544	645528
ENSG00000134533	RERG	RAS like estrogen regulated growth inhibitor		363542	85004
ENSG00000148848	ADAM12	ADAM metallopeptidase domain 12		174806	8038
ENSG00000165449	SLC16A9	solute carrier family 16 member 9		409573	220963
ENSG00000236897	LOC100506101	uncharacterized LOC100506101		8570645	100506101
ENSG00000266241	MIR5047	microRNA 5047		8625129	100616408
ENSG00000127774	EMC6	ER membrane protein complex subunit 6		350322	83460
ENSG00000120949	TNFRSF8	TNF receptor superfamily member 8		20607	943
ENSG00000162804	SNED1	sushi, nidogen and EGF like domains 1		251106	25992
ENSG00000266589	MIR4512	microRNA 4512		8624616	100616149
ENSG00000260941	LINC00622	long intergenic non-protein coding RNA 622		449936	644242
ENSG00000141971	MVB12A	multivesicular body subunit 12A		372000	93343
ENSG00000197409	H3C4	H3 clustered histone 4		177251	8351
ENSG00000167625	ZNF526	zinc finger protein 526		377684	116115
ENSG00000224718	LINC01657	long intergenic non-protein coding RNA 1657		8798190	101928751
ENSG00000198643	FAM3D	FAM3 metabolism regulating signaling molecule D		386688	131177
ENSG00000188732	FAM221A	family with sequence similarity 221 member A		425358	340277
ENSG00000143801	PSEN2	presenilin 2		133237	5664
ENSG00000273703	H2BC14	H2B clustered histone 14		177125	8342
ENSG00000214642	DEFB113	defensin beta 113		411679	245927
ENSG00000135930	EIF4E2	eukaryotic translation initiation factor 4E family member 2		196334	9470
ENSG00000183066	WBP2NL	WBP2 N-terminal like		402261	164684
ENSG00000064102	INTS13	integrator complex subunit 13		302367	55726
ENSG00000134250	NOTCH2	notch receptor 2		117620	4853
ENSG00000259687	LINC01220	long intergenic non-protein coding RNA 1220		470559	731223
ENSG00000130768	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B		260565	27293
ENSG00000113273	ARSB	arylsulfatase B		9878	411
ENSG00000183862	CNGA2	cyclic nucleotide gated channel subunit alpha 2		26804	1260
ENSG00000099725	PRKY	protein kinase Y-linked (pseudogene)		132232	5616
ENSG00000253428	LINC01942	long intergenic non-protein coding RNA 1942		9254033	105377736
ENSG00000179294	EPOP	elongin BC and polycomb repressive complex 2 associated protein		3896367	100170841
ENSG00000104915	STX10	syntaxin 10		182844	8677
ENSG00000129226	CD68	CD68 molecule		21441	968
ENSG00000104689	TNFRSF10A	TNF receptor superfamily member 10a		185175	8797
ENSG00000123427	EEF1AKMT3	EEF1A lysine methyltransferase 3		249416	25895
ENSG00000171119	NRTN	neurturin		118457	4902
ENSG00000183808	RBM12B	RNA binding motif protein 12B		434232	389677
ENSG00000154537	FAM27C	family with sequence similarity 27 member C		1101219	100132948
ENSG00000168930	TRIM49	tripartite motif containing 49		312364	57093
ENSG00000253438	PCAT1	prostate cancer associated transcript 1		8647660	100750225
ENSG00000080493	SLC4A4	solute carrier family 4 member 4		182687	8671
ENSG00000163444	TMEM183A	transmembrane protein 183A		371141	92703
ENSG00000214189	ZNF788P	zinc finger family member 788, pseudogene		432750	388507
ENSG00000265190	ANXA8	annexin A8		458283	653145
ENSG00000138821	SLC39A8	solute carrier family 39 member 8		324749	64116
ENSG00000238205	MPC1L	mitochondrial pyruvate carrier 1 like		427492	347411
ENSG00000141655	TNFRSF11A	TNF receptor superfamily member 11a		185051	8792
ENSG00000130592	LSP1	lymphocyte specific protein 1		86950	4046
ENSG00000196141	SPATS2L	spermatogenesis associated serine rich 2 like		251420	26010
ENSG00000177700	POLR2L	RNA polymerase II, I and III subunit L		128719	5441
ENSG00000205838	TTC23L	tetratricopeptide repeat domain 23 like		398525	153657
ENSG00000107816	LZTS2	leucine zipper tumor suppressor 2		358091	84445
ENSG00000174928	C3orf33	chromosome 3 open reading frame 33		420899	285315
ENSG00000232900	LOC101929413	uncharacterized LOC101929413		8999522	101929413
ENSG00000138271	GPR87	G protein-coupled receptor 87		282914	53836
ENSG00000258834	DUX4L4	double homeobox 4 like 4 (pseudogene)		443254	441056
ENSG00000178734	LMO7DN	LMO7 downstream neighbor		465279	729420
ENSG00000163449	TMEM169	transmembrane protein 169		371130	92691
ENSG00000065413	ANKRD44	ankyrin repeat domain 44		369213	91526
ENSG00000271743	MCPH1-AS1	MCPH1 antisense RNA 1		3889860	100507530
ENSG00000081087	OSTM1	osteoclastogenesis associated transmembrane protein 1		263020	28962
ENSG00000125398	SOX9	SRY-box transcription factor 9		153339	6662
ENSG00000091583	APOH	apolipoprotein H		8329	350
ENSG00000256683	ZNF350	zinc finger protein 350		321425	59348
ENSG00000285564	DKFZp451B082	uncharacterized LOC401282		439270	401282
ENSG00000214212	C19orf38	chromosome 19 open reading frame 38		413832	255809
ENSG00000214193	SH3D21	SH3 domain containing 21		337955	79729
ENSG00000233170	LOC728024	STING1 ER exit protein 1 pseudogene		461180	728024
ENSG00000115963	RND3	Rho family GTPase 3		9353	390
ENSG00000186854	LOC105374836	uncharacterized LOC105374836		9241245	105374836
ENSG00000172782	FADS6	fatty acid desaturase 6		418147	283985
ENSG00000115657	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)		207182	10058
ENSG00000228526					
ENSG00000132259	CNGA4	cyclic nucleotide gated channel subunit alpha 4		26833	1262
ENSG00000115233	PSMD14	proteasome 26S subunit, non-ATPase 14		210416	10213
ENSG00000010610	CD4	CD4 molecule		20134	920
ENSG00000232283	HSD17B3-AS1	HSD17B3 antisense RNA 1		9247380	105376162
ENSG00000264301	LINC01444	long intergenic non-protein coding RNA 1444		8799609	101927642
ENSG00000121898	CPXM2	carboxypeptidase X, M14 family member 2		380120	119587
ENSG00000175841	FAM172BP	family with sequence similarity 172 member B, pseudogene		386984	131909
ENSG00000165406	MARCHF8	membrane associated ring-CH-type finger 8		409607	220972
ENSG00000285816	POLA2	DNA polymerase alpha 2, accessory subunit		246004	23649
ENSG00000066735	KIF26A	kinesin family member 26A		253643	26153
ENSG00000068323	TFE3	transcription factor binding to IGHM enhancer 3		159979	7030
ENSG00000141012	GALNS	galactosamine (N-acetyl)-6-sulfatase		51551	2588
ENSG00000101447	FAM83D	family with sequence similarity 83 member D		348434	81610
ENSG00000100767	PAPLN	papilin, proteoglycan like sulfated glycoprotein		366294	89932
ENSG00000164039	BDH2	3-hydroxybutyrate dehydrogenase 2		309943	56898
ENSG00000171606	ZNF274	zinc finger protein 274		221615	10782
ENSG00000121350	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1		340498	79912
ENSG00000261332	LOC100506928	uncharacterized LOC100506928		8572573	100506928
ENSG00000196553	CCDC196	coiled-coil domain containing 196		442037	440184
ENSG00000167676	PLIN4	perilipin 4		465101	729359
ENSG00000123892	RAB38	RAB38, member RAS oncogene family		246284	23682
ENSG00000162290					
ENSG00000204666	LOC400710	uncharacterized LOC400710		438240	400710
ENSG00000265390	MIR4999	microRNA 4999		8648452	100847049
ENSG00000137210	TMEM14B	transmembrane protein 14B		349500	81853
ENSG00000206787	RNU6-76P	RNA, U6 small nuclear 76, pseudogene		8722726	100873777
ENSG00000203760	CENPW	centromere protein W		431388	387103
ENSG00000236720	LINC01741	long intergenic non-protein coding RNA 1741		8798208	101928778
ENSG00000164458	TBXT	T-box transcription factor T		156972	6862
ENSG00000244476	ERVFRD-1	endogenous retrovirus group FRD member 1, envelope		440878	405754
ENSG00000238423	SNORD42B	small nucleolar RNA, C/D box 42B		256870	26808
ENSG00000123485	HJURP	Holliday junction recognition protein		297930	55355
ENSG00000188026	RILPL1	Rab interacting lysosomal protein like 1		428708	353116
ENSG00000257221	MIR4496	microRNA 4496		8624799	100616240
ENSG00000099203	TMED1	transmembrane p24 trafficking protein 1		225724	11018
ENSG00000114757	PEX5L	peroxisomal biogenesis factor 5 like		279065	51555
ENSG00000157625	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3		414782	257397
ENSG00000006468	ETV1	ETS variant transcription factor 1		44331	2115
ENSG00000248079	DPH6-DT	DPH6 divergent transcript		8574233	100507466
ENSG00000179755	LOC162137	uncharacterized LOC162137		401231	162137
ENSG00000125900	SIRPD	signal regulatory protein delta		385238	128646
ENSG00000170627	GTSF1	gametocyte specific factor 1		380754	121355
ENSG00000271254	LOC102724250	neuroblastoma breakpoint family member 1-like		9005675	102724250
ENSG00000135749	PCNX2	pecanex 2		341676	80003
ENSG00000198967	OR10Z1	olfactory receptor family 10 subfamily Z member 1		385043	128368
ENSG00000139531	SUOX	sulfite oxidase		156409	6821
ENSG00000110931	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2		219343	10645
ENSG00000249306	LINC01411	long intergenic non-protein coding RNA 1411		8797969	101928176
ENSG00000128607	KLHDC10	kelch domain containing 10		234917	23008
ENSG00000280744	LINC01173	long intergenic non-protein coding RNA 1173		9668052	106144537
ENSG00000161217	PCYT1A	phosphate cytidylyltransferase 1A, choline		122546	5130
ENSG00000081248	CACNA1S	calcium voltage-gated channel subunit alpha1 S		16887	779
ENSG00000168952	STXBP6	syntaxin binding protein 6		264307	29091
ENSG00000164405	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII		258329	27089
ENSG00000070159	PTPN3	protein tyrosine phosphatase non-receptor type 3		135744	5774
ENSG00000253644	LINC02845	long intergenic non-protein coding RNA 2845		9245180	105375680
ENSG00000151617	EDNRA	endothelin receptor type A		39402	1909
ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1		141369	6050
ENSG00000162869	PPP1R21	protein phosphatase 1 regulatory subunit 21		385587	129285
ENSG00000090376	IRAK3	interleukin 1 receptor associated kinase 3		229494	11213
ENSG00000131652	THOC6	THO complex 6		334228	79228
